Year,Transect,Position,Organism
2010,28,sheltered,Cyanobacteria
2010,28,sheltered,Ascophyllum nodosum
2010,28,sheltered,Hildenbrandia rubra
2010,28,sheltered,Mastocarpus stellatus
2010,28,sheltered,Phymatolithon lenormandii
2010,28,sheltered,Protectocarpus speciosus
2010,28,sheltered,Semibalanus balanoides
2010,28,sheltered,Ascophyllum nodosum
2010,28,sheltered,Diadumene lineata
2010,28,sheltered,Metridium dianthus
2010,28,sheltered,Dynamena pumila
2010,28,sheltered,Fucus 
2010,28,sheltered,Ahnfeltia plicata
2010,28,sheltered,Mastocarpus stellatus
2010,28,sheltered,Fucus vesiculosus
2010,28,sheltered,Chondrus crispus
2010,28,sheltered,Chondrus crispus
2010,28,sheltered,Electra pilosa
2010,28,sheltered,Corallina 
2010,28,sheltered,Fucus distichus
2010,28,sheltered,Corallina officinalis
2010,28,sheltered,Bonnemaisonia hamifera
2010,28,sheltered,Leathesia marina
2010,28,sheltered,Bugula neritina
2010,28,sheltered,Halichondria
2010,28,sheltered,Botrylloides violaceus
2011,5,sheltered,Cyanobacteria
2011,5,sheltered,Arthopyrenia
2011,5,sheltered,Phymatolithon lenormandii
2011,5,sheltered,Semibalanus balanoides
2011,5,sheltered,Ascophyllum nodosum
2011,5,sheltered,Ascophyllum nodosum
2011,5,sheltered,Hildenbrandia rubra
2011,5,sheltered,Mastocarpus stellatus
2011,5,sheltered,Chondrus crispus
2011,5,sheltered,Verrucaria 
2011,5,sheltered,Fucus vesiculosus
2011,5,sheltered,Mastocarpus stellatus
2011,5,sheltered,Chondrus crispus
2011,5,sheltered,Fucus 
2011,5,sheltered,Fucus distichus
2011,5,sheltered,Corallina officinalis
2011,5,sheltered,Elachista fucicola
2011,5,sheltered,Fucus vesiculosus var. spiralis
2011,5,sheltered,Chaetomorpha ligustica
2011,7,sheltered,Cyanobacteria
2011,7,sheltered,Prasiola stipitata
2011,7,sheltered,Arthopyrenia
2011,7,sheltered,Semibalanus balanoides
2011,7,sheltered,Ascophyllum nodosum
2011,7,sheltered,Ascophyllum nodosum
2011,7,sheltered,Chondrus crispus
2011,7,sheltered,Chondrus crispus
2011,7,sheltered,Fucus 
2011,7,sheltered,Fucus vesiculosus
2011,7,sheltered,Phymatolithon lenormandii
2011,7,sheltered,Hildenbrandia rubra
2011,7,sheltered,Mastocarpus stellatus
2011,7,sheltered,Mastocarpus stellatus
2011,7,sheltered,Verrucaria 
2011,7,sheltered,Corallina 
2011,7,sheltered,Fucus vesiculosus var. spiralis
2011,7,sheltered,Chaetomorpha ligustica
2011,7,sheltered,Corallina officinalis
2011,7,sheltered,Halichondria
2011,15,exposed,Cyanobacteria
2011,15,exposed,Verrucaria 
2011,15,exposed,Semibalanus balanoides
2011,15,exposed,Fucus distichus
2011,15,exposed,Hildenbrandia rubra
2011,15,exposed,Mytilus edulis
2011,15,exposed,Fucus 
2011,15,exposed,Ulva lactuca
2011,15,exposed,Mastocarpus stellatus
2011,15,exposed,Ceramium virgatum
2011,15,exposed,Chondrus crispus
2011,15,exposed,Corallina 
2011,15,exposed,Phymatolithon lenormandii
2011,15,exposed,Vertebrata lanosa
2011,15,exposed,Chondrus crispus
2011,15,exposed,Mastocarpus stellatus
2011,15,exposed,Modiolus modiolus
2011,15,exposed,Polysiphonia
2011,15,exposed,Porphyra
2011,20,exposed,Cyanobacteria
2011,20,exposed,Verrucaria 
2011,20,exposed,Arthopyrenia
2011,20,exposed,Porphyra
2011,20,exposed,Semibalanus balanoides
2011,20,exposed,Fucus 
2011,20,exposed,Fucus distichus
2011,20,exposed,Fucus vesiculosus var. spiralis
2011,20,exposed,Fucus vesiculosus
2011,20,exposed,Mytilus edulis
2011,20,exposed,Fucus 
2011,20,exposed,Hildenbrandia rubra
2011,20,exposed,Phymatolithon lenormandii
2011,20,exposed,Ascophyllum nodosum
2011,20,exposed,Ascophyllum nodosum
2011,20,exposed,Sphacelaria cirrosa 
2011,20,exposed,Mastocarpus stellatus
2011,20,exposed,Mastocarpus stellatus
2011,20,exposed,Ralfsia 
2011,20,exposed,Chondrus crispus
2011,20,exposed,Chondrus crispus
2011,20,exposed,Ceramium virgatum
2011,20,exposed,Polysiphonia
2011,20,exposed,Ulva lactuca
2011,26,sheltered,Cyanobacteria
2011,26,sheltered,Arthopyrenia
2011,26,sheltered,Ascophyllum nodosum
2011,26,sheltered,Ascophyllum nodosum
2011,26,sheltered,Fucus 
2011,26,sheltered,Fucus vesiculosus var. spiralis
2011,26,sheltered,Hildenbrandia rubra
2011,26,sheltered,Semibalanus balanoides
2011,26,sheltered,Verrucaria 
2011,26,sheltered,Mastocarpus stellatus
2011,26,sheltered,Mastocarpus stellatus
2011,26,sheltered,Corallina 
2011,26,sheltered,Fucus vesiculosus
2011,26,sheltered,Fucus distichus
2011,26,sheltered,Phymatolithon lenormandii
2011,26,sheltered,Plumaria plumosa
2011,26,sheltered,Chondrus crispus
2011,26,sheltered,Chondrus crispus
2011,26,sheltered,Cladophora
2011,26,sheltered,Codium fragile
2011,26,sheltered,Codium fragile
2011,26,sheltered,Corallina officinalis
2011,26,sheltered,Leathesia marina
2011,26,sheltered,Chaetomorpha ligustica
2012,5,sheltered,Cyanobacteria
2012,5,sheltered,Verrucaria 
2012,5,sheltered,Semibalanus balanoides
2012,5,sheltered,Ascophyllum nodosum
2012,5,sheltered,Ascophyllum nodosum
2012,5,sheltered,Hildenbrandia rubra
2012,5,sheltered,Polysiphonia
2012,5,sheltered,Fucus 
2012,5,sheltered,Mastocarpus stellatus
2012,5,sheltered,Phymatolithon lenormandii
2012,5,sheltered,Metridium dianthus
2012,5,sheltered,Chondrus crispus
2012,5,sheltered,Elachista fucicola
2012,5,sheltered,Fucus vesiculosus
2012,5,sheltered,Mastocarpus stellatus
2012,5,sheltered,Chondrus crispus
2012,5,sheltered,Modiolus modiolus
2012,5,sheltered,Corallina officinalis
2012,5,sheltered,Fucus distichus
2012,5,sheltered,Mytilus edulis
2012,5,sheltered,Chaetomorpha ligustica
2012,5,sheltered,Fucus 
2012,5,sheltered,Ahnfeltia plicata
2012,7,sheltered,Cyanobacteria
2012,7,sheltered,Prasiola stipitata
2012,7,sheltered,Verrucaria 
2012,7,sheltered,Ascophyllum nodosum
2012,7,sheltered,Ascophyllum nodosum
2012,7,sheltered,Hildenbrandia rubra
2012,7,sheltered,Mytilus edulis
2012,7,sheltered,Phymatolithon lenormandii
2012,7,sheltered,Semibalanus balanoides
2012,7,sheltered,Fucus vesiculosus
2012,7,sheltered,Mastocarpus stellatus
2012,7,sheltered,Mastocarpus stellatus
2012,7,sheltered,Metridium dianthus
2012,7,sheltered,Polysiphonia
2012,7,sheltered,Elachista fucicola
2012,7,sheltered,Cladophora
2012,7,sheltered,Fucus 
2012,7,sheltered,Corallina officinalis
2012,7,sheltered,Corallina 
2012,7,sheltered,Chaetomorpha ligustica
2012,7,sheltered,Chondrus crispus
2012,7,sheltered,Chondrus crispus
2012,7,sheltered,Colpomenia peregrina
2012,7,sheltered,Cryptosula pallasiana
2012,7,sheltered,Didemnum vexillum
2012,7,sheltered,Schizoporella unicornis
2012,15,exposed,Cyanobacteria
2012,15,exposed,Verrucaria 
2012,15,exposed,Hildenbrandia rubra
2012,15,exposed,Fucus vesiculosus
2012,15,exposed,Semibalanus balanoides
2012,15,exposed,Mytilus edulis
2012,15,exposed,Fucus 
2012,15,exposed,Fucus vesiculosus var. spiralis
2012,15,exposed,Ulva lactuca
2012,15,exposed,Elachista fucicola
2012,15,exposed,Mastocarpus stellatus
2012,15,exposed,Ceramium virgatum
2012,15,exposed,Ascophyllum nodosum
2012,15,exposed,Mastocarpus stellatus
2012,15,exposed,Porphyra
2012,15,exposed,Fucus 
2012,15,exposed,Polysiphonia
2012,15,exposed,Chondrus crispus
2012,15,exposed,Chondrus crispus
2012,26,sheltered,Cyanobacteria
2012,26,sheltered,Verrucaria 
2012,26,sheltered,Ascophyllum nodosum
2012,26,sheltered,Ascophyllum nodosum
2012,26,sheltered,Hildenbrandia rubra
2012,26,sheltered,Polysiphonia
2012,26,sheltered,Semibalanus balanoides
2012,26,sheltered,Fucus vesiculosus
2012,26,sheltered,Mastocarpus stellatus
2012,26,sheltered,Fucus 
2012,26,sheltered,Mastocarpus stellatus
2012,26,sheltered,Metridium dianthus
2012,26,sheltered,Phymatolithon lenormandii
2012,26,sheltered,Elachista fucicola
2012,26,sheltered,Modiolus modiolus
2012,26,sheltered,Chondrus crispus
2012,26,sheltered,Chondrus crispus
2012,26,sheltered,Corallina officinalis
2012,26,sheltered,Cryptosula pallasiana
2012,26,sheltered,Mytilus edulis
2012,26,sheltered,Colpomenia peregrina
2012,26,sheltered,Chaetomorpha ligustica
2012,26,sheltered,Ceramium virgatum
2012,26,sheltered,Chorda filum
2013,5,sheltered,Verrucaria 
2013,5,sheltered,Cyanobacteria
2013,5,sheltered,Hildenbrandia rubra
2013,5,sheltered,Ascophyllum nodosum
2013,5,sheltered,Ascophyllum nodosum
2013,5,sheltered,Dynamena pumila
2013,5,sheltered,Phymatolithon lenormandii
2013,5,sheltered,Polysiphonia
2013,5,sheltered,Semibalanus balanoides
2013,5,sheltered,Mastocarpus stellatus
2013,5,sheltered,Fucus 
2013,5,sheltered,Fucus vesiculosus
2013,5,sheltered,Mastocarpus stellatus
2013,5,sheltered,Corallina officinalis
2013,5,sheltered,Mastocarpus stellatus
2013,5,sheltered,Clathromorphum circumscriptum
2013,5,sheltered,Elachista fucicola
2013,5,sheltered,Chaetomorpha ligustica
2013,5,sheltered,Chondrus crispus
2013,5,sheltered,Colpomenia peregrina
2013,5,sheltered,Didemnum vexillum
2013,5,sheltered,Ceramium virgatum
2013,5,sheltered,Leathesia marina
2013,5,sheltered,Codium fragile
2013,7,sheltered,Verrucaria 
2013,7,sheltered,Cyanobacteria
2013,7,sheltered,Arthopyrenia
2013,7,sheltered,Hildenbrandia rubra
2013,7,sheltered,Ascophyllum nodosum
2013,7,sheltered,Ascophyllum nodosum
2013,7,sheltered,Fucus vesiculosus
2013,7,sheltered,Fucus 
2013,7,sheltered,Mastocarpus stellatus
2013,7,sheltered,Mastocarpus stellatus
2013,7,sheltered,Fucus distichus
2013,7,sheltered,Phymatolithon lenormandii
2013,7,sheltered,Fucus vesiculosus var. spiralis
2013,7,sheltered,Ahnfeltia plicata
2013,7,sheltered,Ulva lactuca
2013,7,sheltered,Mastocarpus stellatus
2013,7,sheltered,Ceramium virgatum
2013,7,sheltered,Corallina officinalis
2013,7,sheltered,Cryptosula pallasiana
2013,7,sheltered,Sphacelaria cirrosa 
2013,7,sheltered,Colpomenia peregrina
2013,7,sheltered,Chondrus crispus
2013,7,sheltered,Chondrus crispus
2013,7,sheltered,Didemnum vexillum
2013,7,sheltered,Chaetomorpha ligustica
2013,7,sheltered,Schizoporella unicornis
2013,7,sheltered,Clathromorphum circumscriptum
2013,15,exposed,Cyanobacteria
2013,15,exposed,Hildenbrandia rubra
2013,15,exposed,Verrucaria 
2013,15,exposed,Fucus vesiculosus
2013,15,exposed,Chondrus crispus
2013,15,exposed,Fucus 
2013,15,exposed,Mastocarpus stellatus
2013,15,exposed,Ascophyllum nodosum
2013,15,exposed,Mastocarpus stellatus
2013,15,exposed,Ceramium virgatum
2013,15,exposed,Fucus distichus
2013,15,exposed,Mastocarpus stellatus
2013,15,exposed,Chondrus crispus
2013,15,exposed,Clathromorphum circumscriptum
2013,15,exposed,Elachista fucicola
2013,15,exposed,Ulva lactuca
2013,15,exposed,Phymatolithon lenormandii
2013,15,exposed,Corallina officinalis
2014,5,sheltered,Semibalanus balanoides
2014,5,sheltered,Ascophyllum nodosum
2014,5,sheltered,Ascophyllum nodosum
2014,5,sheltered,Elachista fucicola
2014,5,sheltered,Hildenbrandia rubra
2014,5,sheltered,Polysiphonia
2014,5,sheltered,Verrucaria 
2014,5,sheltered,Fucus 
2014,5,sheltered,Phymatolithon lenormandii
2014,5,sheltered,Mastocarpus stellatus
2014,5,sheltered,Fucus vesiculosus
2014,5,sheltered,Sphacelaria
2014,5,sheltered,Chaetomorpha
2014,5,sheltered,Mastocarpus stellatus
2014,5,sheltered,Corallina officinalis
2014,5,sheltered,Schizoporella unicornis
2014,5,sheltered,Chaetomorpha ligustica
2014,5,sheltered,Chondrus crispus
2014,5,sheltered,Colpomenia peregrina
2014,5,sheltered,Chondrus crispus
2014,5,sheltered,Codium fragile
2014,5,sheltered,Didemnum vexillum
2014,5,sheltered,Fucus distichus
2014,7,sheltered,Prasiola stipitata
2014,7,sheltered,Semibalanus balanoides
2014,7,sheltered,Ascophyllum nodosum
2014,7,sheltered,Ascophyllum nodosum
2014,7,sheltered,Elachista fucicola
2014,7,sheltered,Fucus vesiculosus var. spiralis
2014,7,sheltered,Hildenbrandia rubra
2014,7,sheltered,Mastocarpus stellatus
2014,7,sheltered,Polysiphonia
2014,7,sheltered,Verrucaria 
2014,7,sheltered,Fucus 
2014,7,sheltered,Fucus vesiculosus
2014,7,sheltered,Mastocarpus stellatus
2014,7,sheltered,Phymatolithon lenormandii
2014,7,sheltered,Chaetomorpha ligustica
2014,7,sheltered,Fucus 
2014,7,sheltered,Mastocarpus stellatus
2014,7,sheltered,Chondrus crispus
2014,7,sheltered,Chondrus crispus
2014,7,sheltered,Corallina officinalis
2014,7,sheltered,Chaetomorpha
2014,15,exposed,Semibalanus balanoides
2014,15,exposed,Fucus 
2014,15,exposed,Fucus vesiculosus var. spiralis
2014,15,exposed,Fucus vesiculosus
2014,15,exposed,Mytilus edulis
2014,15,exposed,Fucus distichus
2014,15,exposed,Ceramium virgatum
2014,15,exposed,Elachista fucicola
2014,15,exposed,Mastocarpus stellatus
2014,15,exposed,Mastocarpus stellatus
2014,15,exposed,Chondrus crispus
2014,15,exposed,Chondrus crispus
2014,15,exposed,Porphyra
2014,26,sheltered,Fucus vesiculosus
2014,26,sheltered,Semibalanus balanoides
2014,26,sheltered,Ascophyllum nodosum
2014,26,sheltered,Elachista fucicola
2014,26,sheltered,Fucus 
2014,26,sheltered,Hildenbrandia rubra
2014,26,sheltered,Verrucaria 
2014,26,sheltered,Ascophyllum nodosum
2014,26,sheltered,Chondrus crispus
2014,26,sheltered,Chondrus crispus
2014,26,sheltered,Phymatolithon lenormandii
2014,26,sheltered,Polysiphonia
2014,26,sheltered,Mastocarpus stellatus
2014,26,sheltered,Mastocarpus stellatus
2014,26,sheltered,Modiolus modiolus
2014,26,sheltered,Mytilus edulis
2014,26,sheltered,Corallina officinalis
2014,26,sheltered,Mastocarpus stellatus
2014,26,sheltered,Leathesia marina
2014,26,sheltered,Colpomenia peregrina
2014,26,sheltered,Corallina 
2014,26,sheltered,Fucus 
2014,26,sheltered,Chaetomorpha ligustica
2014,26,sheltered,Cladophora
2014,26,sheltered,Dumontia contorta
2014,26,sheltered,Cryptosula pallasiana
2015,5,sheltered,Ascophyllum nodosum
2015,5,sheltered,Ascophyllum nodosum
2015,5,sheltered,Elachista fucicola
2015,5,sheltered,Hildenbrandia rubra
2015,5,sheltered,Semibalanus balanoides
2015,5,sheltered,Vertebrata lanosa
2015,5,sheltered,Chondrus crispus
2015,5,sheltered,Phymatolithon lenormandii
2015,5,sheltered,Verrucaria 
2015,5,sheltered,Chaetomorpha
2015,5,sheltered,Fucus vesiculosus var. spiralis
2015,5,sheltered,Mastocarpus stellatus
2015,5,sheltered,Fucus 
2015,5,sheltered,Fucus vesiculosus
2015,5,sheltered,Mastocarpus stellatus
2015,5,sheltered,Fucus distichus
2015,5,sheltered,Mastocarpus stellatus
2015,5,sheltered,Corallina officinalis
2015,5,sheltered,Chondrus crispus
2015,5,sheltered,Cladophora
2015,5,sheltered,Dumontia contorta
2015,5,sheltered,Chaetomorpha ligustica
2015,5,sheltered,Colpomenia peregrina
2015,5,sheltered,Leathesia marina
2015,5,sheltered,Polysiphonia
2015,5,sheltered,Polysiphonia
2015,7,sheltered,Prasiola stipitata
2015,7,sheltered,Ascophyllum nodosum
2015,7,sheltered,Ascophyllum nodosum
2015,7,sheltered,Elachista fucicola
2015,7,sheltered,Fucus vesiculosus var. spiralis
2015,7,sheltered,Hildenbrandia rubra
2015,7,sheltered,Mastocarpus stellatus
2015,7,sheltered,Semibalanus balanoides
2015,7,sheltered,Vertebrata lanosa
2015,7,sheltered,Verrucaria 
2015,7,sheltered,Mastocarpus stellatus
2015,7,sheltered,Phymatolithon lenormandii
2015,7,sheltered,Cladophora
2015,7,sheltered,Fucus 
2015,7,sheltered,Fucus vesiculosus
2015,7,sheltered,Mastocarpus stellatus
2015,7,sheltered,Colpomenia peregrina
2015,7,sheltered,Corallina 
2015,7,sheltered,Corallina officinalis
2015,7,sheltered,Chaetomorpha
2015,7,sheltered,Chaetomorpha ligustica
2015,7,sheltered,Ceramium virgatum
2015,7,sheltered,Chondrus crispus
2015,7,sheltered,Chondrus crispus
2015,7,sheltered,Ahnfeltia plicata
2015,7,sheltered,Leathesia marina
2015,7,sheltered,Polysiphonia
2015,7,sheltered,Codium fragile
2015,7,sheltered,Codium fragile
2015,15,exposed,Semibalanus balanoides
2015,15,exposed,Fucus 
2015,15,exposed,Fucus vesiculosus
2015,15,exposed,Mytilus edulis
2015,15,exposed,Hildenbrandia rubra
2015,15,exposed,Fucus distichus
2015,15,exposed,Elachista fucicola
2015,15,exposed,Mastocarpus stellatus
2015,15,exposed,Mastocarpus stellatus
2015,15,exposed,Ahnfeltia plicata
2015,15,exposed,Ceramium virgatum
2015,15,exposed,Dumontia contorta
2015,15,exposed,Polysiphonia
2015,15,exposed,Polysiphonia
2015,15,exposed,Mastocarpus stellatus
2015,15,exposed,Ceramium virgatum
2015,15,exposed,Chondrus crispus
2015,15,exposed,Modiolus modiolus
2015,15,exposed,Chondrus crispus
2015,20,exposed,Fucus 
2015,20,exposed,Fucus vesiculosus var. spiralis
2015,20,exposed,Semibalanus balanoides
2015,20,exposed,Mytilus edulis
2015,20,exposed,Hildenbrandia rubra
2015,20,exposed,Fucus distichus
2015,20,exposed,Fucus vesiculosus
2015,20,exposed,Elachista fucicola
2015,20,exposed,Mastocarpus stellatus
2015,20,exposed,Ceramium virgatum
2015,20,exposed,Mastocarpus stellatus
2015,20,exposed,Mastocarpus stellatus
2015,20,exposed,Ascophyllum nodosum
2015,20,exposed,Ceramium virgatum
2015,20,exposed,Chondrus crispus
2015,20,exposed,Chondrus crispus
2015,20,exposed,Modiolus modiolus
2015,20,exposed,Corallina 
2015,20,exposed,Corallina officinalis
2015,20,exposed,Polysiphonia
2015,26,sheltered,Ascophyllum nodosum
2015,26,sheltered,Semibalanus balanoides
2015,26,sheltered,Ascophyllum nodosum
2015,26,sheltered,Hildenbrandia rubra
2015,26,sheltered,Verrucaria 
2015,26,sheltered,Vertebrata lanosa
2015,26,sheltered,Fucus vesiculosus
2015,26,sheltered,Mastocarpus stellatus
2015,26,sheltered,Phymatolithon lenormandii
2015,26,sheltered,Fucus 
2015,26,sheltered,Mastocarpus stellatus
2015,26,sheltered,Mastocarpus stellatus
2015,26,sheltered,Colpomenia peregrina
2015,26,sheltered,Chaetomorpha ligustica
2015,26,sheltered,Acrosiphonia
2015,26,sheltered,Corallina 
2015,26,sheltered,Corallina officinalis
2015,26,sheltered,Chordaria flagelliformis
2015,26,sheltered,Leathesia marina
2015,26,sheltered,Chaetomorpha
2015,26,sheltered,Chondrus crispus
2015,26,sheltered,Ceramium virgatum
2015,26,sheltered,Polysiphonia
2016,5,sheltered,Semibalanus balanoides
2016,5,sheltered,Fucus 
2016,5,sheltered,Ascophyllum nodosum
2016,5,sheltered,Chondrus crispus
2016,5,sheltered,Fucus vesiculosus var. spiralis
2016,5,sheltered,Hildenbrandia rubra
2016,5,sheltered,Fucus vesiculosus
2016,5,sheltered,Mastocarpus stellatus
2016,5,sheltered,Ascophyllum nodosum
2016,5,sheltered,Phymatolithon lenormandii
2016,5,sheltered,Vertebrata lanosa
2016,5,sheltered,Corallina 
2016,5,sheltered,Mastocarpus stellatus
2016,5,sheltered,Mastocarpus stellatus
2016,5,sheltered,Verrucaria 
2016,5,sheltered,Chaetomorpha ligustica
2016,5,sheltered,Modiolus modiolus
2016,5,sheltered,Cladostephus spongiosus 
2016,5,sheltered,Membranipora membranacea
2016,5,sheltered,Chondrus crispus
2016,5,sheltered,Corallina officinalis
2016,5,sheltered,Elachista fucicola
2016,5,sheltered,Mytilus edulis
2016,5,sheltered,Colpomenia peregrina
2016,5,sheltered,Polysiphonia
2016,5,sheltered,Dumontia contorta
2016,7,sheltered,Ascophyllum nodosum
2016,7,sheltered,Fucus 
2016,7,sheltered,Fucus vesiculosus var. spiralis
2016,7,sheltered,Semibalanus balanoides
2016,7,sheltered,Verrucaria 
2016,7,sheltered,Vertebrata lanosa
2016,7,sheltered,Ascophyllum nodosum
2016,7,sheltered,Hildenbrandia rubra
2016,7,sheltered,Fucus vesiculosus
2016,7,sheltered,Mastocarpus stellatus
2016,7,sheltered,Elachista fucicola
2016,7,sheltered,Mastocarpus stellatus
2016,7,sheltered,Phymatolithon lenormandii
2016,7,sheltered,Sphacelaria cirrosa 
2016,7,sheltered,Mastocarpus stellatus
2016,7,sheltered,Mytilus edulis
2016,7,sheltered,Chondrus crispus
2016,7,sheltered,Chondrus crispus
2016,7,sheltered,Chaetomorpha ligustica
2016,7,sheltered,Corallina 
2016,7,sheltered,Electra pilosa
2016,7,sheltered,Corallina officinalis
2016,7,sheltered,Membranipora membranacea
2016,15,exposed,Semibalanus balanoides
2016,15,exposed,Fucus 
2016,15,exposed,Fucus vesiculosus var. spiralis
2016,15,exposed,Mytilus edulis
2016,15,exposed,Fucus distichus
2016,15,exposed,Ceramium virgatum
2016,15,exposed,Ulva lactuca
2016,15,exposed,Hildenbrandia rubra
2016,15,exposed,Mastocarpus stellatus
2016,15,exposed,Elachista fucicola
2016,15,exposed,Mastocarpus stellatus
2016,15,exposed,Mastocarpus stellatus
2016,15,exposed,Chondrus crispus
2016,15,exposed,Diadumene lineata
2016,15,exposed,Metridium dianthus
2016,20,exposed,Semibalanus balanoides
2016,20,exposed,Fucus 
2016,20,exposed,Fucus vesiculosus
2016,20,exposed,Fucus distichus
2016,20,exposed,Mytilus edulis
2016,20,exposed,Ceramium virgatum
2016,20,exposed,Mastocarpus stellatus
2016,20,exposed,Mastocarpus stellatus
2016,20,exposed,Chondrus crispus
2016,20,exposed,Mastocarpus stellatus
2016,20,exposed,Chondrus crispus
2016,26,sheltered,Ascophyllum nodosum
2016,26,sheltered,Hildenbrandia rubra
2016,26,sheltered,Semibalanus balanoides
2016,26,sheltered,Fucus 
